title,author,description,genres,pages,rating
"Islam: Religion, History, and Civilization",Seyyed Hossein Nasr,"The world's leading Islamicist offers a concise introduction to this rich and diverse tradition of 1.2 billion adherents. In this informative and clear introduction to the world of Islam, Seyyed Hossein Nasr explores the following topics in depth: •What Is Islam? •The Doctrines and Beliefs of Islam •Islamic Practices and Institutions •The History of Islam •Schools of Islamic Thought •Islam in the Contemporary World •Islam and Other Religions •The Spiritual and Religious Significance of Islam","{'History', 'Nonfiction', 'Philosophy', 'Religion', 'Theology', 'Spirituality', 'Islam'}","224 pages, Paperback",3.73
The Tenth Parallel: Dispatches from the Fault Line Between Christianity and Islam,Eliza Griswold,"A riveting investigation of the jagged fault line between the Christian and Muslim worldsThe tenth parallel—the line of latitude seven hundred miles north of the equator—is a geographical and ideological front line where Christianity and Islam collide. More than half of the world's 1.3 billion Muslims live along the tenth parallel; so do sixty percent of the world's 2 billion Christians. Here, in the buzzing megacities and swarming jungles of Africa and Asia, is where the two religions meet; their encounter is shaping the future of each faith, and of whole societies as well.An award-winning investigative journalist and poet, Eliza Griswold has spent the past seven years traveling between the equator and the tenth parallel: in Nigeria, the Sudan, and Somalia, and in Indonesia, Malaysia, and the Philippines. The stories she tells in The Tenth Parallel show us that religious conflicts are also conflicts about land, water, oil, and other natural resources, and that local and tribal issues are often shaped by religious ideas. Above all, she makes clear that, for the people she writes about, one's sense of God is shaped by one's place on earth; along the tenth parallel, faith is geographic and demographic.An urgent examination of the relationship between faith and worldly power, The Tenth Parallel is an essential work about the conflicts over religion, nationhood and natural resources that will remake the world in the years to come.","{'Africa', 'History', 'Nonfiction', 'Christianity', 'Religion', 'Politics', 'Islam'}","336 pages, ebook",3.82
Islam and the Abolition of Slavery,William Gervase Clarence-Smith,"Contemporay debates about Muslim slavery occur in a context of fierce polemics between Islam and other belief systems. While Islamic groups had an ambivalent and generally muted impact on the legal repudiation of slavery, a growing religious commitment to abolition was essential if legislation was to be enforced in the twentieth century. Drawing on examples from the whole 'abode' of Islam, from the Philipines to Senegal and from the Caucasus to South Africa,Gervase Clarence-Smith ranges across the history of Islam, paying particular attention to the period from the late 18th century to the present. He shows that ""sharia-minded"" attempts to achieve closer adherence to the holy law restricted slavery, even if they did not end it. However, the sharia itself was not as clear about the legality of servitude as is usually assumed, and progressive scholars within the schools of law might even have achieved full emancipation over the long term. The impact of mystical and millenarianIslam was contradictory, in some cases providing a supportive agenda of freedom, but in other cases causing great surges of enslavement. The revisionist Islam that emerged from the 18th century was divided. ""Fundamentalists"" stressed the literal truth of the founding texts of Islam, and thus found it difficult to abandon slavery completely. ""Modernists,' appealing to the spirit rather than to the letter of scripture, spawned the most radical opponents of slavery, notably Sir Sayyid Ahmad Khan, the Islamic William Wilberforce. Once slavery had disappeared, it was the Sufi mystics who did most to integrate former slaves socially and religiously, avoiding the deep social divisions that have plagued Western societies in the aftermath of abolition. In this important new book, Clarence-Smith provides the first general survey of the Islamic debate on slavery. Sweeping away entrenched myths, he hopes to stimulate more research on this neglected topic, thereby contributing to healing thereligious rifts that threaten to tear our world apart in the 21st century.","{'History', 'Religion', 'Islam'}","293 pages, Hardcover",3.84
The First Muslims: History and Memory,Asma Afsaruddin,"A fresh look at the origins and development of Islam, this is a fascinating reconstruction of the era of the first three generations of Muslims. Using a wealth of classical Arabic sources, it chronicles the lives of the Prophet Muhammad, his Companions, and the subsequent two generations of Muslims, together known as the ""the Pious Forebears"". Examining the adoption in contemporary times of these early Muslims as legitimizing figureheads for a variety of causes, both religious and political, Afsaruddin tries to establish where their sympathies really lay. Essential reading for anyone interested in the inception of the Islam, this important book will captivate the general reader and student alike.","{'History', 'Religion', 'Islam'}","254 pages, Paperback",3.78
Sea of Faith: Islam and Christianity in the Medieval Mediterranean World,Stephen O'Shea,"The long, shared history of Christianity and Islam began, shortly after Islam emerged in the early seventh century A.D., with a Who would inherit the Greco-Roman world of the Mediterranean? Sprung from the same source―Abraham and the Revelation given to the Jews―the two faiths played out over the course of the next millennium what historian Stephen O'Shea calls ""a sibling rivalry writ very large."" Their cataclysmic clashes on the battlefield were balanced by long periods of co-existence and mutual enrichment, and by the end of the sixteenth century the religious boundaries of the modern world were drawn. In Sea of Faith , O'Shea chronicles both the meeting of minds and the collisions of armies that marked the interaction of Cross and Crescent in the Middle Ages―the better to understand their apparently intractable conflict today. For all the great and everlasting moments of cultural interchange and tolerance―in Cordoba, Palermo, Constantinople―the ultimate ""geography of belief "" was decided on the battlefield. O'Shea vividly recounts seven pivotal battles between the forces of Christianity and Islam that shaped the Mediterranean world―from the loss of the Christian Middle East to the Muslims at Yarmuk (Turkey) in 636 to the stemming of the seemingly unstoppable Ottoman tide at Malta in 1565. In between, the battles raged round the Mediterranean, from Poitiers in France and Hattin in the Holy Land during the height of the Crusades, to the famed contest for Constantinople in 1453 that signaled the end of Byzantium. As much as the armies were motivated by belief, their exploits were inspired by leaders such as Charles Martel, Saladin, and Mehmet II, whose stirring feats were sometimes accompanied by unexpected changes of heart.","{'History', 'Medieval History', 'Nonfiction', 'Medieval', 'Christianity', 'Religion', 'Islam'}","320 pages, Hardcover",3.99
God Is Not One: The Eight Rival Religions That Run the World--and Why Their Differences Matter,Stephen Prothero,"At the dawn of the twenty-first century, dizzying scientific and technological advancements, interconnected globalized economies, and even the so-called New Atheists have done nothing to change one thing: our world remains furiously religious. For good and for evil, religion is the single greatest influence in the world. We accept as self-evident that competing economic systems (capitalist or communist) or clashing political parties (Republican or Democratic) propose very different solutions to our planet's problems. So why do we pretend that the world's religious traditions are different paths to the same God? We blur the sharp distinctions between religions at our own peril, argues religion scholar Stephen Prothero, and it is time to replace naÏve hopes of interreligious unity with deeper knowledge of religious differences.  In Religious Literacy, Prothero demonstrated how little Americans know about their own religious traditions and why the world's religions should be taught in public schools. Now, in God Is Not One, Prothero provides readers with this much-needed content about each of the eight great religions. To claim that all religions are the same is to misunderstand that each attempts to solve a different human problem. For example:  –Islam: the problem is pride / the solution is submission –Christianity: the problem is sin / the solution is salvation –Confucianism: the problem is chaos / the solution is social order –Buddhism: the problem is suffering / the solution is awakening –Judaism: the problem is exile / the solution is to return to God Prothero reveals each of these traditions on its own terms to create an indispensable guide for anyone who wants to better understand the big questions human beings have asked for millennia—and the disparate paths we are taking to answer them today. A bold polemical response to a generation of misguided scholarship, God Is Not One creates a new context for understanding religion in the twenty-first century and disproves the assumptions most of us make about the way the world's religions work.","{'History', 'Nonfiction', 'Philosophy', 'Christianity', 'Spirituality', 'Religion', 'Theology'}","388 pages, Hardcover",3.77
"American Muslim Women: Negotiating Race, Class, and Gender within the Ummah",Jamillah Karim,"African American Muslims and South Asian Muslim immigrants are two of the largest ethnic Muslim groups in the U.S. Yet there are few sites in which African Americans and South Asian immigrants come together, and South Asians are often held up as a “model minority” against African Americans. However, the American ummah, or American Muslim community, stands as a unique site for interethnic solidarity in a time of increased tensions between native-born Americans and immigrants.This ethnographic study of African American and South Asian immigrant Muslims in Chicago and Atlanta explores how Islamic ideals of racial harmony and equality create hopeful possibilities in an American society that remains challenged by race and class inequalities. The volume focuses on women who, due to gender inequalities, are sometimes more likely to move outside of their ethnic Muslim spaces and interact with other Muslim ethnic groups in search of gender justice.American Muslim Women explores the relationships and sometimes alliances between African Americans and South Asian immigrants, drawing on interviews with a diverse group of women from these two communities. Karim investigates what it means to negotiate religious sisterhood against America's race and class hierarchies, and how those in the American Muslim community both construct and cross ethnic boundaries.American Muslim Women reveals the ways in which multiple forms of identity frame the American Muslim experience, in some moments reinforcing ethnic boundaries, and at other times, resisting them.","{'Feminism', 'Religion', 'Islam', 'Nonfiction'}","304 pages, Paperback",3.74
If I Should Speak,Umm Zakiyyah,"Now in its second printing, If I Should Speak has changed the face of spiritual writing forever. Months after it was released, it quickly became a bestseller. Used in college classrooms and in book clubs, readers express the profound impact the story has had on their lives.","{'Religion', 'Fiction', 'Novels', 'Muslims', 'Islam'}","198 pages, Paperback",4.15
Men Around the Messenger: The Companions of the Prophet,Muhammad Khalid Khalid,"Popular book containing biographies of many illustrious companions of the prophet Muhamad.Originally written in Arabic,excellent translation.","{'Religion', 'Islam'}",Paperback,4.44
My Forbidden Face: Growing Up Under the Taliban: A Young Woman's Story,Latifa,"A young Afghan woman describes the stark contrast in her life before and after Taliban rule, her witness to its oppressive and terrifying regime, and her eventual escape with her parents to freedom. Reprint. 40,000 first printing.","{'History', 'Nonfiction', 'Memoir', 'Biography', 'Biography Memoir', 'Autobiography', 'Islam'}","224 pages, Paperback",3.82
"A Textbook of Hadith Studies: Authenticity, Compilation, Classification and Criticism of Hadith",Mohammad Hashim Kamali,"A Textbook of Hadith Studies provides an academic introduction to the Hadith, or the teachings of the Prophet Muhammad, which are second only to the Qur'an (Koran) in their authoritativeness within Islamic tradition. Suitable for university courses and all serious students of Islam, the topics surveyed include Hadith methodology, Hadith literature, the history of Hadith compilation and documentation, and the methods of Hadith criticism (al-jarh wa al-ta'dil) and classification.Mohammad Hashim Kamali, born in Afghanistan in 1944, was a professor of Islamic Law and Jurisprudence at the International Islamic University in Malaysia, and dean of the International Institute of Islamic Thought and Civilization (ISTAC) from 1985–2007. He is currently chairman and CEO of the International Institute of Advanced Islamic Studies, Malaysia. He is also on the international advisory boards of eleven academic journals published in Malaysia, the United States, Canada, Kuwait, India, Australia, and Pakistan. Professor Kamali has addressed over 120 national and international conferences, and has published sixteen books and over 110 academic articles. His books include The Principles of Islamic Jurisprudence, Freedom of Expression in Islam, and Islamic Commercial Law: An Analysis of Futures and Options.",{'Islam'},"257 pages, Paperback",4.09
Man and the Universe: An Islamic Perspective,Mostafa al-Badawi,"It is now obvious that something has gone very wrong in the West, and that psychological and social alternatives have become pressing issues. In this timely book, Dr Badawi reminds us that Islam has a historically verifiable track record for healing social chaos and individual tragedy. Sadly, the principles of Islam have all too often been suppressed by the deluge of educational materials, media and socio-economic strangulation from the West. Dr Badawi provides a powerful overview of Islamic metaphysics and unearths its spiritual, social and ethnic values as well as a diagnosis of modern man. This is an urgent piece of writing about what we are and where we are.""...a modern classisc..."" - ISLAMICA""In this work Dr. Badawi elucidates the islamic world-view, its timeless values and its psychological insights into the nature of man and contrasts it with the modernistic western world view. In the light of the recent events in New York and Washington, it has never been more important to seek for means of understanding."" - Joel Ibrahim Kreps, M.D., Pyschiatrist""This brilliant little book will answer all your questions about Islam and, if you are willing open the door to a lifetime of illumination"" - Fatma Maryam Sinclar, AuthorMany thinking people now have an inward sense that twenty-first century humanity faces stark and urgent challenges that demand wise and decisive responses. Profound illnesses call for profound remedies, and when nothing less than radical change will do, courage is essential to survival. Authentic traditional Islam provides a holistic and historically proven alternative.In this timely book, Dr. Mostafa Badawi shows that the revealed knowledge is the source of traditional wisdom, and that the Islamic faith and civilization has a verifiable 'track record' of healing individual and social disintegration. The author presents a penetrating diagnosis of the illnesses of humanity today. Together with a fascination overview of Islamic Metaphysics, unearthing its spiritual and moral values and its timeless relevance and applicability. Man and the Universe is a compelling and urgently needed piece of writing about what we can do about it.Dr. Mostafa al-Badawi is a consultant Psychiatrist and member of the Royal College of Psychiatrists. He studied under many shaykhs, foremost among whom is the late Habib Ahmad Mashur al-Haddad. Dr. Badawi is also one of the leading contemporary translators of Islamic books from Arabic to English, and his work includes Book of Assistance, The Lives of Man, Key to the Garden, and Degrees of the Soul","{'Theology', 'Religion', 'Islam'}","162 pages, Paperback",4.48
The Muslim Discovery of Europe,Bernard Lewis,"The eleventh-century Muslim world was a great civilization while Europe lay slumbering in the Dark Ages. Slowly, inevitably, Europe and Islam came together, through trade and war, crusade and diplomacy. The ebb and flow between these two worlds for seven hundred years, illuminated here by a brilliant historian, is one of the great sagas of world history.","{'History', 'European History', 'Nonfiction', 'Religion', 'Reference', 'The World', 'Islam'}","350 pages, Paperback",3.78
Ketika Cinta Bertasbih: Episode 2,Habiburrahman El-Shirazy,"Lulus S-1 dari sebuah perguruan tinggi yang memiliki pengaruh wibawa “kealiman”, tidak menyebabkan Azzam mendapat kemudahan dalam segala urusan. Dia bahkan gamang untuk mendapatkan pekerjaan yang pas. Belum lagi cibiran tetangga yang mengira bahwa lulusan Al-Azhar University otomatis menjadi kiyai, atau ulama besar. Itu kenapa sang ibu menjadi gelisah, bahkan menyuruh adik Azzam, Husna untuk mencarikan pekerjaan, apa saja yang penting asal kesannya bekerja, keluar dari rumah.Dengan latar belakang pengalaman berwirausaha selama di Mesir, Azzam pun tidak patah semangat untuk membangun usahanya sendiri. Tetapi bagaimana dengan menikah, hal yang selalu disinggung oleh ibunya. Wanita yang ia dambakan, Anna Althafunnisa telah dipinang sahabatnya sendiri. Sedangkan dengan Eliana yang jelas-jelas menaruh hati padanya belum bisa ia terima, karena ia masih mendambakan wanita muslimah. Azzam pun berusaha mencari tambatan hatinya, walaupun cukup banyak hambatan yang ia hadapi, apalagi ditambah ibunya yang meninggal dunia karena kecelakaan saat dibonceng naik motor yang kemudian membuatnya hampir putus asa.Namun Allah berkehendak lain pada suatu ketika di mana pernikahan Anna Althafunnisa akhirnya cerai dan Azzam ditawari ayahnya Anna Althafunnisa untuk menjadi suaminya. Sebaik dan sehebat apapun usaha manusia tentu semua kembali kepada takdir Tuhan kalau memang Tuhan mengizinkan semua bisa terjadi. Kalau kita selalu berlaku ikhlas segalanya karena Allah dan mengharap ridha-NYA pasti Allah akan memberikan yang terbaik untuk kita juga pasangan kita karena Allah maha tahu akan segala sesuatu di luar batas kemampuan manusia.","{'Indonesian Literature', 'Drama', 'Romance', 'Fiction', 'Novels', 'Religion', 'Islam'}","412 pages, Paperback",3.77
Religion of Peace?: Why Christianity Is and Islam Isn't,Robert Spencer,"Christianity or which is the real ""religion of peace""?Almost any liberal pundit will tell you that there's a religion bent on destroying our Constitution, stripping us of our liberties, and imposing religious rule on the U.S. And that religion is . . .Christianity! About Islam, however, the Left is silent--except to claim a moral equivalence between the if Islam has terrorists today, that's nothing compared to the Crusades, inquisitions, and religious wars in Christianity's past.But is this true? Are conservative Christians really more of a threat to free societies than Islamic jihadists? Is the Bible really ""just as violent"" as the Qur'an? Is Christianity's history really as bloodstained as Islam's? In Religion of Peace? Why Christianity Is and Islam Isn't, New York Times bestselling author Robert Spencer not only refutes such charges, but also explains why Americans and Europeans must regain an appreciation of our Christian heritage if we ever hope to defeat Islamic supremacism. In this eye opening work, Spencer * The fundamental differences between Islamic and Christian teachings about warfare against other ""Love your enemies"" vs. ""Be ruthless to the unbelievers""* The myth of Western immorality and Islamic puritanism and why the Islamic world is less moral than the West* Why the Islamic world has never developed the distinction between religious and secular law that is inherent in Christianity* Why Christianity has always embraced reason--and Islam has always rejected it* Why the most determined enemies of Western civilization may not be the jihadists at all, but the leftists who fear their churchgoing neighbors more than Islamic terrorists* Why Jews, Christians, and peoples of other faiths (or no faith) are equally at risk from militant IslamSpencer writes not to proselytize, but to state a Christianity is a true ""religion of peace,"" and on it Western civilization stands. If we are not to perish under Islam's religion of the sword--with its more than 100 million active jihadists seeking to impose sharia law--we had better defend our own civilization.","{'History', 'Nonfiction', 'Christian', 'Christianity', 'Religion', 'Politics', 'Islam'}","264 pages, Hardcover",3.64
You Truly Assumed,Laila Sabreen,"In this compelling and thought-provoking debut novel, after a terrorist attack rocks the country and anti-Islamic sentiment stirs, three Black Muslim girls create a space where they can shatter assumptions and share truths. Sabriya has her whole summer planned out in color-coded glory, but those plans go out the window after a terrorist attack near her home. When the terrorist is assumed to be Muslim and Islamophobia grows, Sabriya turns to her online journal for comfort. You Truly Assumed was never meant to be anything more than an outlet, but the blog goes viral as fellow Muslim teens around the country flock to it and find solace and a sense of community.Soon two more teens, Zakat and Farah, join Bri to run You Truly Assumed and the three quickly form a strong friendship. But as the blog’s popularity grows, so do the pushback and hateful comments. When one of them is threatened, the search to find out who is behind it all begins, and their friendship is put to the test when all three must decide whether to shut down the blog and lose what they’ve worked for…or take a stand and risk everything to make their voices heard.","{'Realistic Fiction', 'Young Adult', 'Contemporary', 'Audiobook', 'Fiction', 'Religion', 'Young Adult Contemporary'}","352 pages, Hardcover",3.81
Fiqh of Social Media: Timeless Islamic Principles for Navigating the Digital Age,Omar Usman,"Social media and digital technologies have changed our lives and there is no indication that things will slow down. As Muslims, we believe that Islam contains the most perfect guidance for all of mankind to follow. How do we implement that timeless advice in our unprecedented times? That is the focus of the Fiqh of Social Media.""I am grateful and appreciative of my friend, Omar Usman, for exhausting available resources; Islamic, psychological, secular, and business, to develop the work you see before you. We have had long discussions pertaining to many of the topics covered in this book. I am confident that you will find this book to be beneficial, and I pray that it inspires more contributions on this topic."" -Shaykh AbdulNasir Jangda, Qalam Institute""With the time we spend on social media, being mindful of how we use it is crucial. This is a wonderful resource based in prophetic guidance on how to practically use social media in wise and beneficial ways."" -Dr. Omar Suleiman, Yaqeen Institute""Reading Fiqh of Social Media is like sitting with your best friend from Sunday school and having an intellectual & spiritual conversation about the impact of social media on your life. Omar distills years of research, experience, and thought leadership in an easily digestible book that you can enjoy with a good cup of coffee (and your phone off!)"" -Mohammed Faris, The Productive Muslim Company""The Prophet (s) said, ""Whoever believes in Allah and the Last Day should say something good or keep silent."" The ability to control our tongues, how we communicate with others, is an expression of our faith. Communication has evolved and changed so much that one of the primary ways many of us communicate with others is through social media; hashtags and 280 characters. This is a long-awaited work from my good friend and Hajj companion Omar Usman who has been writing, tweeting, speaking, and teaching about the Fiqh of Social Media for years. This is a valuable work providing guidance on how to use and benefit from social media in a way that conforms to our principles and values."" -Shaykh Furhan Zubairi, Institute of Knowledge""Ulama of the past have written on the adaab of speech and social interaction. Connecting those guidelines with the modern world of social media has been the need of our time. May Allah reward Omar for taking this task on!"" -Mufti Hussain Kamani, Qalam Institute""This is a must-read for Muslims around the globe. I can't thank Omar enough for this work which forces Muslims to look in the mirror and answer tough questions about how social media has impacted our lives. It questions why we desire to share the most intimate aspects of our lives with strangers from around the world and provides action items to implement. These discussions need to be had within the Muslim community. We have to question how our quality of life has been impacted by the age of hyper-connectivity. Due to the fact that Social Media is the tool for creating social capital, we need to realize that speaking about the harms of constant connectivity takes a lot of courage. Thank you, Omar, for this work."" -Shaykh Mikaeel Smith, Qalam Institute","{'Religion', 'Social Media', 'Islam', 'Technology'}",Kindle Edition,4.39
Women in Islam,Abdur Raheem Kidwai,"Women in Islam is an attractive book of simple compilation of quotations from the Qur’an and Hadith collections that refer to or address women specifically. It engages the reader in a moment of reflection on the Islamic view of womanhood: her existence as a creation of Allah, her role as a positive stakeholder in building a God-conscious society and her capacity for attaining proximity with Allah.","{'Religion', 'Islam'}","169 pages, Hardcover",4.32
Recalling the Caliphate: Decolonization and World Order,Bobby Salman Sayyid,"As late as the last quarter of the twentieth century, there were expectations that Islam's political and cultural influence would dissipate as the advance of westernization brought modernisation and secularisation in its wake. Not only has Islam failed to follow the trajectory pursued by variants of Christianity, namely confinement to the private sphere and depoliticisation, but it has also forcefully re-asserted itself as mobilizations in its name challenge the global order in a series of geopolitical, cultural and philosophical struggles. The continuing (if not growing) relevance of Islam suggests that global history cannot simply be presented as a scaled up version of that of the West. Quests for Muslim autonomy present themselves in several forms -- local and global, extremist and moderate, conservative and revisionist -- in the light of which the recycling of conventional narratives about Islam becomes increasingly problematic. Not only are these accounts inadequate forunderstanding Muslim experiences, but by relying on them many Western governments pursue policies that are counter-productive and ultimately hazardous for Muslims and non-Muslims alike.&IRecalling the Caliphate engages critically with the interaction between Islam and the political in context of a post colonial world that continues to resist profound decolonisation. In the first part of this book, Sayyid focuses on how demands for Muslim autonomy are debated in terms such as democracy, cultural relativism, secularism, and liberalism. Each chapter analyses the displacements and evasions by which the decolonisation of the Muslim world continues to be deflected and deferred, while the latter part of the book builds on this critique and attempts to accelerate the decolonisation of the Muslim Ummah.","{'Nonfiction', 'Philosophy', 'Religion', 'Politics', 'Islam'}","236 pages, Paperback",4.16
Love in the Holy Quran,Ghazi bin Muhammad,"The author treats, in a simple and accessible style with reader-friendly and teaching-friendly features, not only of love of God and love of the neighbour, but also of family love; friendship; the stages of falling in love; sexual love; extra-marital love; beauty; taste and much more, all based entirely on the Holy Quran. At least one verse from every chapter and over one fifth of the total text of the Holy Quran is cited. It is written and structured both to be read in its totality or as individual stand-alone chapters to be sampled at will. This work is thus essential reading not only for Muslims and those interested in Islam and the Holy Quran, but for all those interested in the secrets and mysteries of love as such.‘What the world should understand when it hears the Qur’an.’—Sheikh Ali Gomaa, Grand Mufti of Egypt‘A masterwork of scholarship and of inspiration.’—H.E. Cardinal Theodore E. McCarrick, Distinguished Senior Scholar, the Library of Congress‘Prince Ghazi has produced a definitive study of love in the Qur’an.’—Professor David F. Ford, Regius Professor of Divinity, University of Cambridge, U.K.‘Love in the Holy Qur’an is bound to become a classic.’—Tamara Sonn, Kenan Professor of Humanities, College of William and MaryH.R.H. Prince Ghazi of Jordan is a Professor of Islamic Philosophy, and is well known as an interfaith activist and author. He obtained his BA from Princeton University in 1988 Summa cum laude; his first PhD from Cambridge University, U.K., in 1993, and his second PhD from Al-Azhar University in Cairo. In 1997 he founded the National Park of the Site of the Baptism of Jesus Christ; in 2001 he established the Great Tafsir Project, the largest online project for exegesis of the Holy Quran, and in 2008 he founded the World Islamic Sciences and Education University. He was the author of the historical Open Letter A Common Word Between Us and You in 2007, and the author of the World Interfaith Harmony Week United Nations General Assembly Resolution in October 2010. Love in the Holy Quran is a translation of his Al-Azhar University PhD. During the first year after its publication in Arabic, it was downloaded over 485,000 times on the Internet.",{'Islam'},"538 pages, Hardcover",4.36
الدعوة إلى الإسلام,Thomas Walker Arnold,قام بتأليف هذا الكتاب السيرتوماس أرونولد وهو عالم اختص بدراسة العلوم الشرقية في الكثير من الميادين ( التاريخ - الثقافة - والفن الإسلامي ) وقد قام في هذا الكتاب بالتعريف بدين رسالة الإسلام وامتداده وما يدعو الإسلام والطريقة التى يدعو بها القرآن وهى الأمر بالمعروف والاقناع والنهى عن القوة والإكراه في تحويل الكفار ويستعرض الكتاب دراسة مهمة وهى حياة محمد صلى الله عليه وسلم واعتباره الداعية إلى الإسلام متتبعا انتشار الإسلام بين الشعوب المسيحية في آسيا الغربية وانتشاره بين مسيحي افريقيا وبين مسيحيى اسبانيا وشعوب اوروبا المسيحية في عهد الاتراك وفي فارس وأوسط آسيا وكيف انتشر الإسلام بين المغول والتتار حتى وصل إلى الهند والصين والملايو ..,"{'Religion', 'Islam'}",518 pages,4.23
A Very Large Expanse of Sea,Tahereh Mafi,"It’s 2002, a year after 9/11. It’s an extremely turbulent time politically, but especially so for someone like Shirin, a sixteen-year-old Muslim girl who’s tired of being stereotyped.Shirin is never surprised by how horrible people can be. She’s tired of the rude stares, the degrading comments - even the physical violence - she endures as a result of her race, her religion, and the hijab she wears every day. So she’s built up protective walls and refuses to let anyone close enough to hurt her. Instead, she drowns her frustrations in music and spends her afternoons break-dancing with her brother.But then she meets Ocean James. He’s the first person in forever who really seems to want to get to know Shirin. It terrifies her - they seem to come from two irreconcilable worlds - and Shirin has had her guard up for so long that she’s not sure she’ll ever be able to let it down.","{'Realistic Fiction', 'Young Adult', 'Contemporary', 'Romance', 'Audiobook', 'Fiction', 'Young Adult Contemporary'}","310 pages, Hardcover",4.10
Kingdoms of Faith: A New History of Islamic Spain,Brian Catlos,"A magisterial, myth-dispelling history of Islamic Spain spanning the millennium between the founding of Islam in the seventh century and the final expulsion of Spain's Muslims in the seventeenthIn Kingdoms of Faith, award-winning historian Brian A. Catlos rewrites the history of Islamic Spain from the ground up, evoking the cultural splendor of al-Andalus, while offering an authoritative new interpretation of the forces that shaped it.Prior accounts have portrayed Islamic Spain as a paradise of enlightened tolerance or the site where civilizations clashed. Catlos taps a wide array of primary sources to paint a more complex portrait, showing how Muslims, Christians, and Jews together built a sophisticated civilization that transformed the Western world, even as they waged relentless war against each other and their coreligionists. Religion was often the language of conflict, but seldom its cause--a lesson we would do well to learn in our own time.","{'History', 'European History', 'Nonfiction', 'Medieval', 'Spain', 'Religion', 'Islam'}","496 pages, Hardcover",3.98
Islam : Art & Architecture,Markus Hattstein,"This book follows the historical developments of the Islamic dynasties and regions, showing the variety of their forms of artistic expression from the beginning until today. From decorative elements of buildings to calligraphy and the embellishment of everyday objects, ornamentation that is most characteristic of Islamic art form is displayed in all its richness.","{'Architecture', 'History', 'Art', 'Nonfiction', 'Art History', 'Reference', 'Islam'}","639 pages, Hardcover",4.20
نحو تفسير موضوعي لسور القرآن الكريم,محمد الغزالي,"هذه دراسة جديدة للقرآن الكريم سبق أن قدمت نماذج لها فى بعض ما كتبت. وقد لازمنى شعور بالقصور وأنا أمضى فيها فشأن القرآن أكبر من أن يتعرض له مثلى ولكنى حرصت على أن أزداد فقها فى القرآن وتدبرا لمعانيه. والهدف الذى سعيت إليه أن أقدم تفسيراً موضوعياً لكل سورة من الكتاب العزيز. والتفسير الموضوعى غير التفسير الموضعى : الأخير يتناول الآية أو الطائفة من الآيات فيشرح الألفاظ والتراكيب والأحكام أما الأول فهو يتناول السورة كلها ، يحاول رسم ""صورة شمسية"" لها تتناول أولها وآخرها وتتعرف على الروابط الخفية التى تشدها كلها ، وتجعل أولها تمهيداً لآخرها وآخرها تصديقا لأولها ولقد عنيت عناية شديدة بوحدة الموضوع فى السورة وإن كثرت قضاياها. وانبه الى هذا التفسير الموضوعى لا يغنى أبدا عن التفسير الموضعى بل هو تكميل له وجهد ينضم إلى جهوده المقدورة. وهناك معنى آخر للتفسير الموضوعى لم أتعرض له، وهو تتبع المعنى الواحد فى طول القرآن وعرضه ، وحشده فى سياق قريب ، ومعالجة كثير من القضايا على هذا الأساس. وقد قدمت نماذج لهذا التفسير فى كتابى "" المحاور الخمسة للقرآن الكريم "" و"" نظرات فى القرآن"" ولا ريب ان الدراسات القرآنية تحتاج الى هذا النسق الآخر ، بل يرى البعض ان المستقبل لها ! والحمد لله الذى أنزل على عبده الكتاب وجعله هدى لأولى الألباب وحصنه من الخطأ ومحضه للصواب. والله المستعان،،","{'Religion', 'Islam'}","552 pages, Hardcover",3.95
Love & Happiness: A collection of personal reflections and quotes,Yasmin Mogahed,"Things fall apart. And they break sometimes. Like many of you, my journey hasn't always been easy. Pain is very real. And so is loss. Sometimes it's hard not to let the weight of what we carry--or the memory of what we've lost--take over. Many of us know the reality of struggle, and so many people suffer in silence. It's hard. It's hard not to give up when we face the repeated disappointments of life. Like some of you, I've known loneliness. I've known defeat. I've fallen many times chasing mirages, and broken many bones making castles in life's fading sands. Sometimes, all it took was one solid wave to destroy what I had spent years building.So I decided to give it a voice. All of it: the tears, the pain. And the lessons. The things I saw and learned and gained along my life path needed a voice. I wanted to give back, in hopes of helping myself and others survive. But then it wasn't just about surviving. I didn't just want people to survive inside their storms. I wanted people to thrive inside their storms. And so I wrote, as I walked through my own.The words found in this book became my voice and my letter to the world. They became my deepest attempt to, not just pick myself up, but others along the way. I wrote because, just as we will fall in life, so will we rise. That's the thing about this world. It never gives us only one kind of path. There is pain. Yes. And loss. And even darkness. But there is also light. There is hope. There is beauty.And there is also love and happiness.","{'Poetry', 'Nonfiction', 'Self Help', 'Spirituality', 'Religion', 'Islam'}","124 pages, Paperback",4.43
